18:11:08.048 [main] INFO  com.my.esindex.TestMonitor - 测试监控邮件
18:11:08.224 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:15:13.079 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:15:28.760 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:21:14.797 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:22:03.363 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:24:21.696 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:26:44.086 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:54:07.399 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:55:40.194 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:56:25.148 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:59:07.228 [main] INFO  com.my.esindex.MonitorEcCount - 监控启动完成...
18:59:17.597 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
18:59:20.298 [main] INFO  com.my.esindex.MonitorEcCount - send mail success :yexianxun@adtime.com
19:04:25.595 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
19:04:59.286 [main] INFO  com.my.esindex.MonitorEcCount - 开始监控...
19:05:18.683 [main] INFO  com.my.esindex.MonitorEcCount - send mail success :yexianxun@adtime.com
